director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,,rand
Shekhar Kapur,125,159,39,Lucy Gordon,3000,18306166,Adventure|Drama|Romance|War,Djimon Hounsou,The Four Feathers ,28130,3142,Alex Jennings,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,PG-13,35000000,2002,61,6.5,,0.967221482
Rod Lurie,131,37,507,Delroy Lindo,968,18208078,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle ,57100,3012,Michael Irby,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,R,60000000,2001,848,6.9,,0.511283303
Danny Boyle,122,0,816,Michael Fassbender,14000,17750583,Biography|Drama,Kate Winslet,Steve Jobs ,93548,28933,Michael Stuhlbarg,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,R,30000000,2015,13000,7.2,,0.113592553
Stephen Chbosky,102,139,850,Ezra Miller,8000,17738570,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower ,351274,13631,Kate Walsh,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,PG-13,13000000,2012,3000,8,,0.853097907
Richard Eyre,92,14,78,Andrew Simpson,386,17508670,Crime|Drama|Romance|Thriller,Phil Davis,Notes on a Scandal ,64625,646,Shaun Parkes,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,R,15000000,2006,99,7.4,,0.991038642
Rick Famuyiwa,103,44,190,Rick Fox,637,17474107,Comedy|Crime|Drama,Kimberly Elise,Dope ,56605,1342,Kiersey Clemons,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,R,7000000,2015,256,7.3,,0.795267879
Bille Woodruff,106,23,467,Cameron Mills,1000,17382982,Drama|Thriller,Boris Kodjoe,Addicted ,5975,2840,Sharon Leal,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,R,5000000,2014,694,5.2,,0.632209916
Simon Wincer,100,23,579,Treat Williams,1000,17300889,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom ,27648,3855,Kristy Swanson,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,PG,45000000,1996,642,4.9,,0.25287478
Iain Softley,106,34,466,Stephen Graham,3000,17281832,Adventure|Family|Fantasy,Brendan Fraser,Inkheart ,60232,5329,Jamie Foreman,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,PG,60000000,2008,1000,6.1,,0.780179052
Anton Corbijn,122,210,123,Nina Hoss,22000,17237244,Crime|Drama|Thriller,Philip Seymour Hoffman,A Most Wanted Man ,57210,22574,Homayoun Ershadi,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,R,15000000,2014,164,6.8,,0.346859702
Woody Allen,94,11000,975,Jon Lovitz,11000,17071230,Comedy|Crime,Woody Allen,Small Time Crooks ,31169,23283,Michael Rapaport,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,PG,18000000,2000,11000,6.7,,0.933818399
Ben Younger,120,46,701,Nia Long,14000,16938179,Crime|Drama|Thriller,Vin Diesel,Boiler Room ,41313,17336,Herbert Russell,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,R,8000000,2000,826,7,,0.321849732
Gregory Widen,98,10,912,Adam Goldberg,10000,16115878,Action|Fantasy|Horror|Mystery|Thriller,Viggo Mortensen,The Prophecy ,24438,13433,Virginia Madsen,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,R,8000000,1995,1000,6.6,,0.578715204
Nimród Antal,88,190,163,Fred Ward,137000,15988876,Action|Crime|Thriller,Andrew Fiscella,Armored ,26236,137712,Lorna Raver,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,PG-13,27000000,2009,459,5.7,,0.194455542
Britt Allcroft,85,2,402,Colm Feore,1000,15911333,Adventure|Comedy|Drama|Family|Fantasy,Mara Wilson,Thomas and the Magic Railroad ,2855,2429,Peter Fonda,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,G,19000000,2000,539,3.6,,0.680902483
Dexter Fletcher,106,452,141,Taron Egerton,20000,15785632,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle ,32507,21195,Tim McInnerny,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,PG-13,23000000,2016,732,7.5,,0.005783162
Kathryn Bigelow,131,0,383,Christian Camargo,10000,15700000,Drama|History|Thriller|War,Jeremy Renner,The Hurt Locker ,332065,11114,Brian Geraghty,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,R,15000000,2008,602,7.6,,0.208084972
Paul Bolger,75,0,677,George Carlin,4000,15519841,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Happily N'Ever After ,8693,6863,Rob Paulsen,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,PG,47000000,2006,769,4.5,,0.988393844
Rob Reiner,94,0,197,Annie Parisse,712,15155772,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes ,8895,1673,Frankie Valli,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,PG-13,18000000,2014,341,5.7,,0.035167598
John Schlesinger,99,154,347,Rupert Everett,774,14983572,Comedy|Drama|Romance,Mark Valley,The Next Best Thing ,9361,2498,Illeana Douglas,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,PG-13,25000000,2000,692,4.7,,0.582407307
Wes Craven,107,0,255,Emily Meade,798,14637490,Horror|Mystery|Thriller,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,R,25000000,2010,374,4.8,,0.067581163
Clive Barker,86,385,100,Ashley Laurence,266,14564027,Fantasy|Horror,Andrew Robinson,Hellraiser ,76407,673,Clare Higgins,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,R,1000000,1987,209,7,,0.529726645
Nick Hamm,102,6,353,Cameron Bright,22000,14334645,Drama|Horror|Sci-Fi|Thriller,Robert De Niro,Godsend ,22449,23352,Munro Chambers,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,PG-13,25000000,2004,829,4.8,,0.741983398
Brendan Malloy,89,2,651,Jason London,799,13903262,Comedy|Sport,Lee Majors,Out Cold ,14656,4291,Thomas Lennon,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,PG-13,11000000,2001,711,6.3,,0.350926251
Richard Benjamin,105,121,384,Alyson Hannigan,11000,13854000,Comedy|Romance|Sci-Fi,Jon Lovitz,My Stepmother Is an Alien ,21079,14677,Tony Jay,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,PG-13,20000000,1988,3000,5.2,,0.668627824
Andrew Morahan,99,5,535,Mako,1000,13829734,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,Highlander: The Final Dimension ,16194,2960,Mario Van Peebles,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,PG-13,26000000,1994,691,4.3,,0.281582678
Alfonso Cuarón,106,0,19,Daniel Giménez Cacho,269,13622333,Adventure|Comedy|Drama|Romance,Maribel Verdú,Y Tu Mamá También ,91377,361,María Aura,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,R,2000000,2001,43,7.7,,0.292280847
Reginald Hudlin,84,71,553,John Witherspoon,8000,13592872,Comedy,Will Ferrell,The Ladies Man ,10777,10982,Tim Meadows,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,R,11000000,2000,723,5.1,,0.261815783
Gregory Poirier,95,5,443,Jake Busey,1000,13558739,Comedy,Shannon Elizabeth,Tomcats ,15427,2729,David Ogden Stiers,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,R,11000000,2001,660,5.3,,0.243019161
John Boorman,109,128,1000,Jamie Lee Curtis,11000,13491653,Drama|Thriller,Daniel Radcliffe,The Tailor of Panama ,23728,14995,Mark Margolis,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,R,18000000,2001,2000,6.1,,0.981123899
Michael O. Sajbel,123,6,85,Tiffany Dupont,541,13391174,Biography|Drama|History,James Callis,One Night with the King ,5796,908,Nimrat Kaur,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,PG,20000000,2006,249,6.3,,0.022305188
Nicole Holofcener,88,132,180,Marin Hinkle,435,13367101,Comedy|Drama|Romance,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,R,6500000,2006,230,5.9,,0.742515116
Mickey Liddell,82,7,664,Randy Wayne,1000,13350177,Drama|Horror|Thriller,Jessica Lowndes,The Haunting of Molly Hartley ,7904,4856,Haley Bennett,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,PG-13,5000000,2008,984,3.8,,0.724762199
Irwin Winkler,125,34,65,Keith Allen,427,13337299,Biography|Drama|Music|Musical,Kevin McNally,De-Lovely ,9649,729,Sandra Nelson,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,PG-13,20000000,2004,66,6.6,,0.445386269
David Koepp,102,192,31,Dequina Moore,346,13214030,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,Ghost Town ,60516,500,Jordan Carlos,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,PG-13,20000000,2008,41,6.7,,0.660940278
Bill Paxton,100,0,303,Powers Boothe,11000,13103828,Crime|Drama|Thriller,Matthew McConaughey,Frailty ,59982,12237,Matt O'Leary,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,R,11000000,2001,472,7.3,,0.999333225
Jon Gunn,120,16,835,Delroy Lindo,2000,12985267,Drama,Alexa PenaVega,Do You Believe? ,4977,6752,Madison Pettis,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,PG-13,2300000,2015,848,5.9,,0.855241883
Paul McGuigan,114,118,40,Christopher Cousins,489,12831121,Drama|Mystery|Romance|Thriller,Jessica Paré,Wicker Park ,44979,679,Mark Camacho,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,PG-13,30000000,2004,93,7,,0.364372325
Brian Robbins,107,48,940,Ellen Albertini Dow,1000,12372410,Comedy|Sport,Oliver Platt,Ready to Rumble ,11709,4971,Martin Landau,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,PG-13,24000000,2000,957,5.3,,0.852111948
Tony Scott,121,12000,975,Gary Oldman,11000,12281500,Action|Crime|Drama|Romance|Thriller,Brad Pitt,True Romance ,163492,23602,Michael Rapaport,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,R,13000000,1993,10000,8,,0.107404995
Steve Carver,107,8,268,William Sanderson,926,12200000,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade ,7973,2383,Robert Beltran,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,PG,5000000,1983,400,6.3,,0.260231004
Andy Cadiff,101,3,120,Stark Sands,448,12189514,Comedy|Romance,Annabella Sciorra,Chasing Liberty ,30092,829,Terence Maynard,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,PG-13,23000000,2004,143,6.1,,0.489632949
Stewart Hendler,101,10,472,Margo Harshman,1000,11956207,Horror|Mystery,Julian Morris,Sorority Row ,24012,3142,Rumer Willis,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,R,16000000,2009,668,5.1,,0.998467957
Peter Howitt,99,29,161,Kevin McNally,711,11883495,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,Sliding Doors ,52805,1462,John Lynch,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,R,9000000,1998,427,6.8,,0.904907906
Jim Hanon,108,2,30,Chad Allen,772,11703287,Adventure|Drama,Chase Ellison,End of the Spear ,4360,1058,Jack Guzman,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,PG-13,10000000,2005,232,7,,0.963620304
Gary Halvorson,73,11,142,Kevin Clash,1000,11634458,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,The Adventures of Elmo in Grouchland ,2045,2020,Caroll Spinney,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,G,17000000,1999,436,5.8,,0.367158909
Chris Roberts,100,38,362,David Suchet,811,11576087,Action|Adventure|Sci-Fi,Saffron Burrows,Wing Commander ,14747,2497,Jürgen Prochnow,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,PG-13,30000000,1999,586,4.1,,0.745805936
Morgan Spurlock,100,293,0,Amanda Kearsan,0,11529368,Comedy|Documentary|Drama,Chemeeka Walker,Super Size Me ,85028,0,Amelia Giancarlo,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,PG,65000,2004,0,7.3,,0.030974794
Emilio Estevez,112,0,383,Nick Cannon,12000,11204499,Drama|History,Anthony Hopkins,Bobby ,38142,13528,Brian Geraghty,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,R,14000000,2006,593,7,,0.384760294
Stephen Sommers,106,208,855,Jason Flemyng,3000,11146409,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Deep Rising ,26551,6558,Wes Studi,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,R,45000000,1998,1000,6,,0.938136981
Stephen Frears,103,350,99,Christopher Guest,5000,11034436,Comedy|Drama|Music|War,Bob Hoskins,Mrs Henderson Presents ,13505,5637,Sarah Solemani,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,R,20000000,2005,378,7.1,,0.001812573
Renny Harlin,124,212,810,Frank Langella,1000,11000000,Action|Adventure|Comedy,Christopher Masterson,Cutthroat Island ,21102,3611,Matthew Modine,http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1,PG-13,98000000,1995,903,5.6,,0.234232816
Burr Steers,108,23,845,Bella Heathcote,2000,10907291,Action|Horror|Romance,Matt Smith,Pride and Prejudice and Zombies ,23775,4710,Sam Riley,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,PG-13,28000000,2016,860,5.8,,0.839205574
Patrick Lussier,104,71,982,Billy Burke,12000,10706786,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry ,81800,16481,Katy Mixon,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,R,50000000,2011,2000,5.5,,0.033443714
Rand Ravich,109,7,1000,Charlize Theron,40000,10654581,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,45500,52621,Clea DuVall,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,R,34000000,1999,9000,5.3,,0.354803465
Joe Carnahan,105,248,147,Chi McBride,673,10460089,Crime|Drama|Mystery|Thriller,Jason Patric,Narc ,34098,1442,Alan Van Sprang,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,R,7500000,2002,466,7.2,,0.207637584
Dean Parisot,91,23,629,Jake Busey,925,10443316,Comedy|Drama|Romance,Catherine O'Hara,Home Fries ,7159,2913,Shelley Duvall,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,PG-13,15000000,1998,660,5,,0.889102934
Ridley Scott,129,0,982,Jason Marsden,12000,10300000,Adventure|Drama,Jeff Bridges,White Squall ,17859,16237,Ethan Embry,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,PG-13,38000000,1996,1000,6.6,,0.910731775
Ken Scott,91,31,141,June Diane Raphael,1000,10214013,Comedy,Tom Wilkinson,Unfinished Business ,23072,1564,Melissa McMeekin,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,R,35000000,2015,249,5.4,,0.268323113
Kenneth Branagh,137,0,130,Derek Jacobi,591,10161099,Action|Biography|Drama|History|Romance|War,Brian Blessed,Henry V ,23441,1341,Danny Webb,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,PG-13,9000000,1989,520,7.7,,0.773193805
Tony Scott,127,12000,897,Mo'Nique,984,10137232,Action|Biography|Crime|Drama|Thriller,Ian Ziering,Domino ,58015,5702,Edgar Ramírez,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,R,50000000,2005,940,6,,0.335051764
DJ Pooh,93,69,69,Dr. Dre,522,10097096,Comedy,Angell Conwell,The Wash ,5612,955,DJ Pooh,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,R,4000000,2001,231,4.6,,0.424809514
Hark Tsui,91,85,105,Lela Rochon,635,10076136,Action|Comedy|Thriller,Paul Sorvino,Knock Off ,11512,1352,Ray Nicholas,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,R,35000000,1998,316,4.8,,0.928761253
DJ Pooh,82,69,585,Mike Epps,939,9821335,Comedy,Mo'Nique,3 Strikes ,1415,3354,Faizon Love,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,R,6000000,2000,706,4,,0.23728048
Mamoru Hosoda,82,99,44,Colleen O'Shaughnessey,93,9628751,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Digimon: The Movie ,5164,315,Mona Marshall,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,PG,5000000,2000,45,5.9,,0.165848599
James Wan,111,0,725,Kelly Preston,856,9525276,Action|Crime|Thriller,Aisha Tyler,Death Sentence ,60156,3309,Edi Gathegi,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,R,20000000,2007,742,6.8,,0.574786561
Craig Brewer,116,153,539,Michael Raymond-James,3000,9396487,Drama|Music,Justin Timberlake,Black Snake Moan ,52421,5012,S. Epatha Merkerson,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,R,15000000,2006,788,7,,0.094215553
Craig R. Baxley,88,22,120,Sam McMurray,174,9286314,Action|Crime|Drama|Thriller,Brian Bosworth,Stone Cold ,4972,583,Richard Gant,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,R,17000000,1991,132,5.9,,0.331786176
Kenneth Lonergan,111,50,612,Rory Culkin,2000,9180275,Drama,Matthew Broderick,You Can Count on Me ,22145,4288,Gaby Hoffmann,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,R,1200000,2000,710,7.7,,0.868904166
Benson Lee,110,9,826,Caity Lotz,997,8888355,Drama|Music,Chris Brown,Battle of the Year ,7894,3177,Laz Alonso,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,PG-13,20000000,2013,941,5,,0.891230917
Elizabeth Banks,94,0,3000,Kate Winslet,20000,8828771,Comedy,Hugh Jackman,Movie 43 ,79146,41059,Seth MacFarlane,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,R,6000000,2013,14000,4.3,,0.906654399
David Raynr,94,9,612,Jodi Lyn O'Keefe,11000,8735529,Comedy|Drama|Romance,James Franco,Whatever It Takes ,8055,13524,Marla Sokoloff,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,PG-13,15000000,2000,897,5.5,,0.371198753
E. Elias Merhige,99,54,398,Kevin Chamberlin,748,8712564,Crime|Drama|Mystery|Thriller,Harry Lennix,Suspect Zero ,16555,1721,William Mapother,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,R,27000000,2004,489,5.9,,0.470350379
Lasse Hallström,108,529,83,Camryn Manheim,11000,8535575,Drama,Morgan Freeman,An Unfinished Life ,24033,11519,Lynda Boyd,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,PG-13,30000000,2005,329,7,,0.039075402
Jorma Taccone,95,434,472,Will Forte,1000,8460995,Action|Comedy|Romance,Jasper Cole,MacGruber ,35888,2618,Powers Boothe,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,R,10000000,2010,622,5.5,,0.972689617
Oliver Parker,97,32,692,Tom Wilkinson,14000,8378141,Comedy|Drama|Romance,Colin Firth,The Importance of Being Earnest ,18966,16502,Rupert Everett,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,PG,15000000,2002,1000,6.9,,0.906591655
Wayne Kramer,101,47,407,Paul Sorvino,658,8243880,Crime|Drama|Fantasy|Romance,Estella Warren,The Cooler ,28714,3086,Shawn Hatosy,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,R,3200000,2003,636,7,,0.026936386
Les Mayfield,91,10,436,Will Patton,716,8104069,Action|Comedy|Crime,Callum Rennie,Code Name: The Cleaner ,9785,2700,Cedric the Entertainer,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,PG-13,20000000,2007,537,4.5,,0.857292709
William A. Fraker,98,28,102,Richard Farnsworth,372,8000000,Action|Adventure|Western,Jason Robards,The Legend of the Lone Ranger ,1400,927,Michael Horse,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,PG,18000000,1981,262,5,,0.769795482
Steve James,170,23,2,Arthur Agee,7,7830611,Documentary|Drama|Sport,William Gates,Hoop Dreams ,18980,15,Isiah Thomas,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,PG-13,700000,1994,6,8.3,,0.24809014
Jeff Lowell,95,4,655,William Morgan Sheppard,939,7563670,Comedy|Fantasy|Romance,Stephen Root,Over Her Dead Body ,21268,3651,Wendi McLendon-Covey,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,PG-13,10000000,2008,702,5.2,,0.671555195
Fernando Meirelles,135,353,40,Seu Jorge,1000,7563397,Crime|Drama,Alice Braga,City of God ,533200,1211,Alexandre Rodrigues,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1,R,3300000,2002,69,8.7,,0.605039593
Menno Meyjes,106,43,460,Richard Schiff,1000,7486906,Comedy|Drama|Family,Oliver Platt,Martian Child ,17436,2495,Sophie Okonedo,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,PG,27000000,2007,506,6.8,,0.695377225
Dave Borthwick,77,3,593,Kylie Minogue,787,7382993,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,Doogal ,3851,2185,Jon Stewart,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,G,20000000,2006,690,2.8,,0.800372649
Kevin Tenney,98,85,186,Tawny Kitaen,265,7369373,Horror|Mystery|Thriller,Kathleen Wilhoite,Witchboard ,4288,901,Rose Marie,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,R,2000000,1986,194,5.7,,0.715222953
David Lynch,147,0,669,Robert Forster,6000,7219578,Drama|Mystery|Thriller,Naomi Watts,Mulholland Drive ,235992,8484,Laura Harring,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,R,15000000,2001,889,8,,0.79295344
J.A. Bayona,105,171,143,Belén Rueda,382,7159147,Drama|Mystery|Thriller,Geraldine Chaplin,The Orphanage ,120189,954,Fernando Cayo,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,R,3400000,2007,273,7.5,,0.321450705
David Gordon Green,107,234,660,Zoe Kazan,1000,6998324,Comedy|Drama,Dominic Flores,Our Brand Is Crisis ,11476,3944,Scoot McNairy,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,R,28000000,2015,962,6.1,,0.174912791
Michael Dowse,97,31,562,Michael Biehn,2000,6923891,Comedy|Drama|Romance,Topher Grace,Take Me Home Tonight ,43867,5519,Dan Fogler,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,R,23000000,2011,2000,6.3,,0.353672506
Denis Villeneuve,139,777,58,Mélissa Désormeaux-Poulin,131,6857096,Drama|Mystery|War,Lubna Azabal,Incendies ,80429,343,Ahmad Massad,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,R,6800000,2010,66,8.2,,0.728370739
Risa Bramon Garcia,101,112,612,Dave Chappelle,1000,6851636,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes ,13010,2697,Gaby Hoffmann,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,R,6000000,1999,744,5.9,,0.735271925
Marcus Dunstan,82,87,444,Johanna Braddy,1000,6842058,Action|Horror|Thriller,Daniel Sharman,The Collection ,36029,3818,Lee Tergesen,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,R,10000000,2012,581,6.1,,0.167111578
Ryan Murphy,122,708,316,Joseph Cross,433,6754898,Comedy|Drama,Jill Clayburgh,Running with Scissors ,20000,1291,Dagmara Dominczyk,http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1,R,12000000,2006,398,6.2,,0.312350946
Chris Eyre,89,149,580,Irene Bedard,912,6719300,Comedy|Drama,Michael Greyeyes,Smoke Signals ,8224,3163,Gary Farmer,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,PG-13,2000000,1998,752,7.2,,0.750907217
Michael Hoffman,112,97,231,Kerry Condon,577,6615578,Biography|Drama|Romance,David Masterson,The Last Station ,15352,1341,Anne-Marie Duff,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,R,13000000,2009,416,7,,0.106051754
Hugh Hudson,114,46,292,Eva Marie Saint,818,6543194,Adventure|Drama|Romance,Liam Aiken,I Dreamed of Africa ,3740,1778,Vincent Perez,http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1,PG-13,34000000,2000,649,5.6,,0.304914765
Mike Nichols,87,0,591,Linda Fiorentino,2000,6291602,Comedy|Sci-Fi,Judy Greer,What Planet Are You From? ,8070,3954,Garry Shandling,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1,R,50000000,2000,602,5.6,,0.732285119
J.C. Chandor,106,78,,,0,6262942,Action|Adventure|Drama,Robert Redford,All Is Lost ,59545,0,,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,PG-13,9000000,2013,,6.9,,0.981524465
David Lynch,112,0,201,Richard Farnsworth,874,6197866,Biography|Drama,Sissy Spacek,The Straight Story ,63733,1351,Everett McGill,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,G,10000000,1999,262,8,,0.121159052
Craig Gillespie,106,44,552,Kelli Garner,33000,5949693,Comedy|Drama|Romance,Ryan Gosling,Lars and the Real Girl ,114762,34351,Paul Schneider,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,PG-13,12000000,2007,730,7.4,,0.912697139
Michael Caton-Jones,116,105,246,Indira Varma,844,5851188,Crime|Mystery|Thriller,Charlotte Rampling,Basic Instinct 2 ,31124,1899,Neil Maskell,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,R,70000000,2006,729,4.2,,0.15547647
Paul McGuigan,110,118,287,Spencer Wilding,11000,5773519,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28621,12876,Daniel Mays,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,PG-13,40000000,2015,1000,6,,0.820299074
Tom McCarthy,89,310,587,Joe Lo Truglio,22000,5739376,Comedy|Drama,Peter Dinklage,The Station Agent ,58260,24419,Paula Garcés,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,R,500000,2003,833,7.7,,0.447376147
Don Michael Paul,93,70,442,Faizon Love,692,5694308,Comedy|Sport,Jeffrey Jones,Who's Your Caddy? ,13815,3128,Lil' Wayne,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,PG-13,7000000,2007,585,2,,0.573771817
Werner Herzog,120,0,294,Toby Huss,23000,5484375,Adventure|Biography|Drama|War,Christian Bale,Rescue Dawn ,84641,24270,François Chau,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,PG-13,10000000,2006,342,7.3,,0.319733806
